county,Year,Murder,Rape,Robbery,Aggravated_assault,Burglary,Larceny,Motor_vehicle_theft,Index_per_100k
Alachua,2001,8,176,453,1240,2918,7736,1031,6083
Alachua,2002,7,189,335,1264,2768,7429,895,5637
Alachua,2003,7,160,304,1413,2542,6782,877,5225
Alachua,2004,8,194,310,1325,2533,6064,744,4733
Alachua,2005,7,233,291,1511,2442,6448,749,4852
Alachua,2006,13,239,382,1558,2779,7530,794,5454
Alachua,2007,7,197,409,1574,2920,7070,768,5229
Alachua,2008,4,173,353,1380,2747,7179,657,4950
Alachua,2009,5,191,374,1414,2858,7253,686,4988
Alachua,2010,12,154,298,1093,2297,6387,493,4198
Alachua,2011,12,156,281,1090,2023,6485,435,4238
Alachua,2012,10,168,253,1057,1919,6372,357,4107
Alachua,2013,9,114,236,1023,1486,5996,362,3720
Alachua,2014,3,164,236,1003,1339,5879,421,3607
Alachua,2015,3,183,312,999,1236,5722,411,3478
Alachua,2016,4,216,271,966,1256,5963,534,3583
Alachua,2017,9,249,290,1097,1120,5751,524,3477
Alachua,2018,14,285,337,1175,1144,6170,633,3706
Alachua,2019,,,,,,,,
Alachua,2020,,,,,,,,
Baker,2001,1,3,4,83,78,337,38,2411
Baker,2002,0,2,17,66,63,302,38,2122
Baker,2003,0,1,10,53,89,296,42,2100
Baker,2004,1,2,11,72,89,293,32,2087
Baker,2005,0,5,10,107,78,383,23,2530
Baker,2006,2,4,7,70,30,340,33,1944
Baker,2007,3,5,4,69,28,277,21,1588
Baker,2008,1,3,5,50,37,219,20,1294
Baker,2009,1,13,8,31,68,298,13,1668
Baker,2010,0,1,7,39,51,272,13,1476
Baker,2011,0,4,6,32,43,259,11,1318
Baker,2012,0,4,9,39,51,230,16,1296
Baker,2013,0,0,4,82,98,257,15,1696
Baker,2014,0,1,6,114,70,237,10,1623
Baker,2015,0,1,8,102,106,256,12,1795
Baker,2016,1,4,8,105,103,194,19,1610
Baker,2017,2,5,5,79,101,208,22,1552
Baker,2018,2,5,7,81,49,215,24,1385
Baker,2019,,,,,,,,
Baker,2020,,,,,,,,
Bay,2001,6,121,185,683,1455,6049,361,5895
Bay,2002,8,119,180,828,1722,6392,399,6340
Bay,2003,7,121,215,816,1855,6406,450,6375
Bay,2004,11,97,163,801,1632,5493,517,5500
Bay,2005,4,93,164,790,1373,5001,380,4826
Bay,2006,5,98,184,999,1386,4720,379,4695
Bay,2007,8,109,171,682,1569,4870,400,4658
Bay,2008,11,95,172,736,1615,4747,363,4571
Bay,2009,9,83,170,663,1725,5108,331,4771
Bay,2010,12,61,158,608,1646,5566,342,4921
Bay,2011,12,62,173,636,1628,5472,324,4907
Bay,2012,9,70,168,595,1558,5538,295,4860
Bay,2013,8,85,164,589,1278,5375,302,4592
Bay,2014,17,80,140,633,1274,5480,402,4700
Bay,2015,9,76,159,662,1214,5321,377,4511
Bay,2016,9,87,133,668,1127,5013,427,4241
Bay,2017,11,80,103,705,1190,5082,489,4284
Bay,2018,7,72,98,583,1173,4301,500,3716
Bay,2019,,,,,,,,
Bay,2020,,,,,,,,
Bradford,2001,1,15,15,112,226,452,55,3359
Bradford,2002,2,9,6,113,239,325,54,2821
Bradford,2003,0,2,11,93,179,321,48,2425
Bradford,2004,0,13,8,120,140,347,48,2437
Bradford,2005,1,9,6,111,121,281,35,2006
Bradford,2006,0,8,13,98,114,347,41,2175
Bradford,2007,1,8,12,119,209,393,61,2764
Bradford,2008,1,7,7,135,222,336,58,2636
Bradford,2009,0,11,12,127,240,341,56,2706
Bradford,2010,1,6,11,63,191,395,14,2378
Bradford,2011,0,4,6,109,152,457,37,2669
Bradford,2012,0,12,6,101,179,339,26,2434
Bradford,2013,1,11,11,100,110,259,19,1878
Bradford,2014,0,16,7,80,79,220,16,1530
Bradford,2015,0,8,14,71,89,201,12,1446
Bradford,2016,2,4,8,116,113,216,20,1746
Bradford,2017,0,3,5,92,117,244,27,1765
Bradford,2018,1,6,10,79,97,255,38,1707
Bradford,2019,,,,,,,,
Bradford,2020,,,,,,,,
Brevard,2001,15,270,659,2616,4263,14725,1419,4940
Brevard,2002,12,326,636,2964,4827,13058,1304,4681
Brevard,2003,22,338,539,2512,4798,12060,1324,4252
Brevard,2004,14,253,502,2502,4261,9935,1178,3576
Brevard,2005,18,297,499,2390,4348,11499,1188,3805
Brevard,2006,22,278,635,2585,4735,12270,1277,4015
Brevard,2007,32,233,710,2698,4728,12424,1359,4018
Brevard,2008,22,225,663,2685,4935,12445,1268,3999
Brevard,2009,26,242,598,2653,4137,12873,965,3868
Brevard,2010,20,231,531,2324,4273,12187,695,3649
Brevard,2011,15,241,561,2347,4616,12861,748,3923
Brevard,2012,30,265,505,2093,3945,11867,847,3583
Brevard,2013,20,277,470,2049,3751,10952,690,3320
Brevard,2014,17,247,414,1996,2874,10968,667,3110
Brevard,2015,24,338,449,2067,2855,11131,970,3175
Brevard,2016,20,255,451,2144,3249,10454,1154,3116
Brevard,2017,25,235,396,2047,2651,10588,1025,2950
Brevard,2018,29,216,336,1633,2262,9612,880,2565
Brevard,2019,,,,,,,,
Brevard,2020,,,,,,,,
Broward,2001,90,598,3203,5815,13321,45021,9165,4680
Broward,2002,90,582,2979,5311,12717,42822,8310,4362
Broward,2003,67,630,2877,5244,11726,41282,7487,4081
Broward,2004,63,665,3520,5917,13013,43933,7060,4304
Broward,2005,63,664,3372,6143,13414,44903,7213,4352
Broward,2006,87,587,3685,6152,13218,44240,7092,4281
Broward,2007,105,562,4051,5940,14183,47763,6993,4508
Broward,2008,85,590,4045,5611,15684,49866,6208,4668
Broward,2009,76,517,3374,5363,15952,48487,5129,4522
Broward,2010,63,510,3137,4673,17354,46243,4717,4381
Broward,2011,59,528,3474,4455,18814,47633,4502,4533
Broward,2012,80,522,3425,4509,17469,46079,4384,4318
Broward,2013,80,568,2980,4249,15937,43853,3921,4011
Broward,2014,75,614,2619,4201,11886,42114,3845,3623
Broward,2015,85,592,2474,4363,10258,42671,4927,3577
Broward,2016,81,559,2715,4195,8813,44436,5622,3582
Broward,2017,95,579,2522,4347,8186,43250,5955,3465
Broward,2018,96,628,2083,4264,6274,39804,5509,3091
Broward,2019,,,,,,,,
Broward,2020,,,,,,,,
Calhoun,2001,1,1,2,30,44,94,15,1430
Calhoun,2002,1,1,0,21,54,109,17,1534
Calhoun,2003,2,1,1,41,72,89,11,1615
Calhoun,2004,0,0,2,23,30,72,8,992
Calhoun,2005,1,3,0,19,41,67,15,1047
Calhoun,2006,0,0,1,19,37,58,13,907
Calhoun,2007,1,3,2,20,45,72,10,1057
Calhoun,2008,0,3,3,23,44,96,3,1202
Calhoun,2009,2,1,0,13,28,70,3,801
Calhoun,2010,0,1,1,17,25,84,2,899
Calhoun,2011,1,1,1,10,37,65,8,838
Calhoun,2012,0,2,0,18,33,75,6,915
Calhoun,2013,1,8,1,8,15,49,2,575
Calhoun,2014,0,3,0,17,42,73,4,953
Calhoun,2015,0,0,0,24,33,40,12,749
Calhoun,2016,0,1,1,28,20,60,4,782
Calhoun,2017,0,4,1,28,30,69,4,907
Calhoun,2018,2,0,1,28,33,70,8,941
Calhoun,2019,,,,,,,,
Calhoun,2020,,,,,,,,
Charlotte,2001,5,25,32,275,977,2769,260,3004
Charlotte,2002,2,38,54,387,1081,3013,255,3252
Charlotte,2003,4,29,51,338,1259,3027,248,3261
Charlotte,2004,5,41,82,490,1267,3118,272,3360
Charlotte,2005,2,44,64,598,1200,3437,312,3673
Charlotte,2006,2,19,95,617,1343,3754,357,3859
Charlotte,2007,10,29,73,518,1149,3365,258,3282
Charlotte,2008,3,15,72,438,1274,3506,227,3339
Charlotte,2009,3,21,62,376,1068,2906,177,2788
Charlotte,2010,1,29,47,303,1153,2934,112,2746
Charlotte,2011,2,32,53,300,1144,2780,113,2757
Charlotte,2012,1,24,37,326,910,2475,122,2384
Charlotte,2013,1,39,35,296,784,2511,114,2309
Charlotte,2014,2,25,28,230,560,2248,105,1944
Charlotte,2015,1,31,30,264,416,2064,110,1745
Charlotte,2016,5,35,20,331,432,2127,112,1796
Charlotte,2017,1,33,28,314,391,1781,127,1549
Charlotte,2018,2,32,19,308,255,1724,114,1379
Charlotte,2019,,,,,,,,
Charlotte,2020,,,,,,,,
Citrus,2001,5,54,24,232,710,1685,135,2362
Citrus,2002,4,40,24,297,785,1690,150,2431
Citrus,2003,3,56,20,279,576,1839,154,2327
Citrus,2004,2,40,22,293,607,1710,179,2210
Citrus,2005,6,33,28,284,545,1798,140,2137
Citrus,2006,1,48,36,316,643,2025,174,2371
Citrus,2007,4,37,41,314,700,1880,164,2241
Citrus,2008,7,32,59,354,776,2099,209,2489
Citrus,2009,2,40,46,411,815,2103,150,2501
Citrus,2010,7,41,54,355,916,2382,132,2733
Citrus,2011,5,34,69,303,832,2173,133,2518
Citrus,2012,5,35,57,324,737,1971,129,2315
Citrus,2013,5,45,65,363,631,1911,107,2225
Citrus,2014,4,50,50,339,528,1709,145,2006
Citrus,2015,2,49,37,304,405,1400,107,1628
Citrus,2016,4,40,39,255,426,1443,110,1620
Citrus,2017,3,42,40,314,431,1472,134,1694
Citrus,2018,2,19,42,282,369,1505,230,1681
Citrus,2019,,,,,,,,
Citrus,2020,,,,,,,,
Clay,2001,3,88,80,470,699,3723,257,3724
Clay,2002,2,71,73,428,787,2965,251,3053
Clay,2003,4,57,82,356,716,2356,262,2457
Clay,2004,6,73,61,462,833,2481,292,2574
Clay,2005,5,89,70,560,1019,2773,342,2864
Clay,2006,7,92,101,562,1018,3272,298,3024
Clay,2007,6,68,117,676,1040,3249,326,2969
Clay,2008,5,104,110,647,1234,3642,262,3242
Clay,2009,13,81,122,667,1070,3465,199,3033
Clay,2010,9,66,117,578,906,3322,162,2755
Clay,2011,5,57,110,545,986,3608,167,2866
Clay,2012,7,64,86,584,842,3330,126,2624
Clay,2013,3,69,91,462,757,3114,142,2405
Clay,2014,6,52,103,343,747,3243,123,2339
Clay,2015,5,101,86,354,612,2888,136,2078
Clay,2016,5,110,95,344,701,2718,187,2026
Clay,2017,4,92,92,399,592,2463,177,1831
Clay,2018,3,103,103,429,654,2578,243,1940
Clay,2019,,,,,,,,
Clay,2020,,,,,,,,
Collier,2001,10,103,264,908,2285,5974,551,3817
Collier,2002,7,120,280,916,2301,5517,505,3477
Collier,2003,10,139,236,945,1974,5372,460,3124
Collier,2004,14,114,218,887,1550,4868,416,2635
Collier,2005,9,114,218,932,1413,4569,422,2416
Collier,2006,7,116,291,876,1456,4379,364,2293
Collier,2007,16,88,242,936,1485,4216,392,2209
Collier,2008,8,73,234,807,1360,4502,321,2195
Collier,2009,14,61,199,731,1287,4346,228,2062
Collier,2010,11,61,204,689,1199,4344,196,2023
Collier,2011,10,63,215,688,1485,4377,215,2178
Collier,2012,6,48,151,570,1356,3932,243,1912
Collier,2013,12,82,114,557,1121,3884,231,1799
Collier,2014,5,83,164,613,904,3901,280,1767
Collier,2015,2,106,167,709,947,3601,270,1688
Collier,2016,10,70,169,713,807,3443,246,1559
Collier,2017,7,82,155,752,712,3447,233,1507
Collier,2018,9,109,141,654,535,3449,244,1400
Collier,2019,,,,,,,,
Collier,2020,,,,,,,,
Columbia,2001,5,26,62,341,689,1541,223,5059
Columbia,2002,5,24,58,336,746,1585,180,5026
Columbia,2003,1,27,42,338,724,1718,184,5152
Columbia,2004,2,30,55,330,569,1550,121,4395
Columbia,2005,5,47,46,354,489,1396,142,4033
Columbia,2006,2,27,43,340,499,1340,136,3757
Columbia,2007,2,18,58,323,745,1802,138,4721
Columbia,2008,2,27,56,357,767,1662,134,4545
Columbia,2009,6,14,51,263,776,1375,104,3899
Columbia,2010,3,31,40,298,561,1408,84,3603
Columbia,2011,3,12,39,375,796,1501,61,4127
Columbia,2012,3,20,46,356,812,1317,53,3849
Columbia,2013,7,11,45,387,760,1458,71,4058
Columbia,2014,2,33,47,302,692,1353,61,3671
Columbia,2015,6,21,45,392,615,1314,93,3647
Columbia,2016,3,20,36,314,562,1212,98,3274
Columbia,2017,4,29,44,299,588,1270,78,3354
Columbia,2018,5,32,33,265,489,1166,117,3022
Columbia,2019,,,,,,,,
Columbia,2020,,,,,,,,
DeSoto,2001,3,7,35,154,355,533,53,3482
DeSoto,2002,0,8,41,150,417,554,95,3857
DeSoto,2003,2,14,23,174,556,629,59,4322
DeSoto,2004,4,6,24,192,280,583,35,3296
DeSoto,2005,1,13,17,169,399,705,61,4186
DeSoto,2006,1,12,38,186,323,552,35,3459
DeSoto,2007,4,8,30,219,510,524,63,3996
DeSoto,2008,2,9,60,182,388,623,76,3886
DeSoto,2009,0,16,53,240,460,646,41,4185
DeSoto,2010,0,12,35,220,403,614,41,3810
DeSoto,2011,1,10,26,128,352,447,30,2864
DeSoto,2012,1,7,30,104,319,487,23,2822
DeSoto,2013,2,7,21,147,270,494,23,2805
DeSoto,2014,2,13,19,107,307,629,26,3204
DeSoto,2015,0,12,16,112,223,489,52,2599
DeSoto,2016,2,13,15,133,268,492,51,2772
DeSoto,2017,6,9,13,128,296,454,64,2723
DeSoto,2018,0,8,21,113,273,410,54,2475
DeSoto,2019,,,,,,,,
DeSoto,2020,,,,,,,,
Dixie,2001,0,12,1,61,173,258,38,3862
Dixie,2002,1,8,5,75,269,278,16,4509
Dixie,2003,1,14,4,71,179,317,21,4133
Dixie,2004,1,16,8,58,160,243,18,3376
Dixie,2005,0,13,6,76,130,266,22,3336
Dixie,2006,1,5,12,59,158,292,13,3445
Dixie,2007,2,11,5,68,164,273,28,3486
Dixie,2008,0,10,13,70,270,403,39,5043
Dixie,2009,0,13,6,69,247,325,18,4180
Dixie,2010,1,10,7,48,231,294,29,3770
Dixie,2011,0,17,5,47,167,246,25,3094
Dixie,2012,0,5,5,47,213,194,27,3013
Dixie,2013,1,7,6,53,201,245,11,3222
Dixie,2014,3,10,2,57,168,229,10,2929
Dixie,2015,1,5,4,61,150,191,19,2617
Dixie,2016,1,13,1,65,128,191,10,2438
Dixie,2017,1,4,2,88,118,130,27,2212
Dixie,2018,1,8,1,65,112,71,20,1686
Dixie,2019,,,,,,,,
Dixie,2020,,,,,,,,
Duval,2001,77,477,2275,4672,10346,30802,5310,6797
Duval,2002,93,394,2086,4532,9537,31027,5551,6575
Duval,2003,95,304,2412,3991,9311,31747,4999,6397
Duval,2004,105,302,2292,3945,9497,31357,4894,6234
Duval,2005,96,308,2349,4066,9454,31796,5166,6182
Duval,2006,115,333,2419,4070,10167,31675,4552,6066
Duval,2007,125,409,3245,4636,11837,32069,5082,6395
Duval,2008,116,403,3061,4594,12682,32922,4249,6412
Duval,2009,101,346,2491,4075,11978,30296,2869,5792
Duval,2010,81,440,1773,3283,9998,28095,2084,5077
Duval,2011,76,505,1664,3056,9011,27952,1974,5117
Duval,2012,94,507,1436,3177,8025,27335,1712,4862
Duval,2013,93,493,1483,3166,7441,26087,1674,4616
Duval,2014,96,518,1473,3762,7146,26494,2077,4670
Duval,2015,97,496,1454,3629,6335,25229,2446,4382
Duval,2016,106,540,1523,3586,6166,24466,3218,4288
Duval,2017,112,581,1425,3807,5929,24636,3143,4231
Duval,2018,112,561,1368,3570,5128,23732,3150,3948
Duval,2019,,,,,,,,
Duval,2020,,,,,,,,
Escambia,2001,17,193,544,1340,3326,8114,673,4788
Escambia,2002,16,210,506,1308,3640,8890,782,5126
Escambia,2003,12,203,389,1158,3164,8435,736,4648
Escambia,2004,19,180,370,1360,2852,7513,784,4257
Escambia,2005,10,206,463,1633,2787,8075,991,4665
Escambia,2006,11,214,561,1529,3210,8674,1039,4921
Escambia,2007,20,188,668,1567,3018,8758,975,4873
Escambia,2008,22,196,692,1741,2993,8525,835,4786
Escambia,2009,18,242,636,1731,3265,8750,753,4919
Escambia,2010,29,253,573,1391,3189,9313,609,4935
Escambia,2011,16,208,565,1279,3241,9908,726,5327
Escambia,2012,22,207,502,1601,3899,9920,680,5619
Escambia,2013,26,164,439,1446,3264,9702,768,5250
Escambia,2014,21,181,388,1454,2818,8850,660,4729
Escambia,2015,24,197,404,1439,2628,9101,644,4703
Escambia,2016,19,188,373,1400,1978,7767,655,3994
Escambia,2017,19,209,307,1198,2004,7628,556,3804
Escambia,2018,12,224,293,1181,1769,7203,679,3566
Escambia,2019,,,,,,,,
Escambia,2020,,,,,,,,
Flagler,2001,1,21,27,119,348,786,77,2595
Flagler,2002,2,14,19,152,365,722,71,2365
Flagler,2003,2,9,29,151,353,906,83,2488
Flagler,2004,0,14,19,145,347,982,102,2307
Flagler,2005,1,14,45,216,395,1153,135,2489
Flagler,2006,4,18,37,150,502,1391,170,2548
Flagler,2007,4,23,54,180,609,1660,167,2880
Flagler,2008,0,18,56,180,540,1510,135,2552
Flagler,2009,3,23,48,202,592,1590,110,2704
Flagler,2010,0,18,36,167,556,1591,104,2603
Flagler,2011,1,22,37,235,505,1485,75,2452
Flagler,2012,1,8,38,199,436,1433,74,2252
Flagler,2013,3,22,57,186,476,1343,83,2218
Flagler,2014,0,14,32,192,330,1399,76,2061
Flagler,2015,2,23,26,213,375,1324,109,2043
Flagler,2016,0,20,32,206,334,1405,105,2038
Flagler,2017,5,23,32,204,287,1425,106,1979
Flagler,2018,3,29,12,197,203,1145,73,1545
Flagler,2019,,,,,,,,
Flagler,2020,,,,,,,,
Franklin,2001,2,5,6,46,79,451,32,5546
Franklin,2002,0,8,10,40,63,342,33,4881
Franklin,2003,1,11,3,37,38,288,19,3788
Franklin,2004,1,7,7,22,54,247,18,3343
Franklin,2005,0,2,3,36,87,155,19,2785
Franklin,2006,1,0,3,23,105,154,16,2534
Franklin,2007,0,2,1,33,78,155,22,2376
Franklin,2008,0,1,0,28,46,112,16,1646
Franklin,2009,0,6,2,68,79,163,8,2626
Franklin,2010,1,13,2,85,44,121,17,2295
Franklin,2011,0,13,1,90,75,157,15,3045
Franklin,2012,1,16,1,74,84,130,11,2749
Franklin,2013,0,5,4,24,89,93,14,1981
Franklin,2014,1,3,1,29,51,119,7,1789
Franklin,2015,2,6,1,16,72,166,7,2280
Franklin,2016,0,1,0,27,37,83,16,1376
Franklin,2017,0,3,1,21,54,98,7,1513
Franklin,2018,1,3,1,52,48,182,1,2398
Franklin,2019,,,,,,,,
Franklin,2020,,,,,,,,
Gadsden,2001,7,30,68,299,426,971,94,4185
Gadsden,2002,5,30,62,249,393,913,68,3746
Gadsden,2003,4,24,43,219,457,872,75,3644
Gadsden,2004,6,23,38,284,390,880,81,3632
Gadsden,2005,6,18,55,393,600,815,73,4108
Gadsden,2006,1,24,35,353,537,802,108,3859
Gadsden,2007,1,22,45,345,640,540,92,3411
Gadsden,2008,1,11,46,478,748,591,39,3782
Gadsden,2009,2,4,27,397,425,423,12,2578
Gadsden,2010,4,18,39,408,500,718,48,3471
Gadsden,2011,2,14,41,190,396,668,35,2793
Gadsden,2012,5,13,25,189,444,659,42,2899
Gadsden,2013,3,9,20,149,361,575,39,2429
Gadsden,2014,0,16,16,148,376,511,40,2302
Gadsden,2015,2,12,14,144,300,511,39,2115
Gadsden,2016,3,11,13,75,229,247,23,1240
Gadsden,2017,3,27,22,161,309,414,50,2043
Gadsden,2018,4,21,21,165,233,343,63,1777
Gadsden,2019,,,,,,,,
Gadsden,2020,,,,,,,,
Gilchrist,2001,0,5,5,64,103,216,12,2755
Gilchrist,2002,0,5,6,96,83,192,18,2663
Gilchrist,2003,0,1,4,81,120,265,22,3177
Gilchrist,2004,0,3,2,24,114,185,28,2239
Gilchrist,2005,0,1,5,23,105,235,36,2497
Gilchrist,2006,1,1,0,19,101,125,30,1658
Gilchrist,2007,0,0,1,34,81,80,20,1263
Gilchrist,2008,2,0,5,38,111,152,17,1883
Gilchrist,2009,2,0,2,17,113,138,23,1696
Gilchrist,2010,1,1,0,35,59,64,11,966
Gilchrist,2011,1,2,2,28,96,157,8,1731
Gilchrist,2012,0,0,1,27,94,137,16,1623
Gilchrist,2013,1,1,2,30,62,99,4,1179
Gilchrist,2014,7,2,1,45,71,85,11,1317
Gilchrist,2015,0,0,1,7,2,7,1,107
Gilchrist,2016,0,0,0,3,2,9,0,
Gilchrist,2017,0,0,6,19,38,28,4,
Gilchrist,2018,2,4,2,20,63,69,7,958
Gilchrist,2019,,,,,,,,
Gilchrist,2020,,,,,,,,
Glades,2001,0,3,3,32,87,177,24,3072
Glades,2002,0,3,4,23,115,150,24,2991
Glades,2003,0,2,3,26,105,140,11,2675
Glades,2004,1,3,2,37,76,134,20,2544
Glades,2005,1,1,11,31,93,147,28,2908
Glades,2006,1,7,8,45,87,171,30,3233
Glades,2007,0,1,7,36,115,179,30,3329
Glades,2008,0,6,3,43,123,170,37,3374
Glades,2009,0,3,3,25,85,123,9,2193
Glades,2010,1,4,1,33,107,120,18,2630
Glades,2011,1,1,6,31,77,172,21,2412
Glades,2012,0,4,1,28,72,111,11,1791
Glades,2013,0,3,1,33,50,105,4,1548
Glades,2014,0,0,3,31,39,80,11,1276
Glades,2015,1,1,1,26,74,106,17,1758
Glades,2016,0,2,2,25,33,85,10,1203
Glades,2017,0,1,0,30,45,116,17,1597
Glades,2018,0,2,1,23,33,84,9,1169
Glades,2019,,,,,,,,
Glades,2020,,,,,,,,
Gulf,2001,0,6,1,48,68,125,21,1799
Gulf,2002,0,2,5,61,56,131,15,1776
Gulf,2003,0,2,6,59,55,154,15,1864
Gulf,2004,0,4,1,52,88,139,19,1874
Gulf,2005,1,6,5,96,82,138,13,2069
Gulf,2006,0,3,2,94,73,165,14,2126
Gulf,2007,0,5,3,97,120,173,14,2450
Gulf,2008,0,3,2,69,59,149,14,1749
Gulf,2009,1,3,1,71,47,114,10,1470
Gulf,2010,1,0,4,42,53,90,5,1170
Gulf,2011,1,0,1,56,74,119,4,1615
Gulf,2012,1,4,5,58,125,134,8,2104
Gulf,2013,0,5,0,80,155,176,20,2707
Gulf,2014,1,3,1,55,83,183,10,2031
Gulf,2015,1,5,3,63,95,145,8,1958
Gulf,2016,0,3,3,54,81,123,5,1618
Gulf,2017,0,2,3,39,101,122,10,1700
Gulf,2018,0,2,0,43,50,85,8,1140
Gulf,2019,,,,,,,,
Gulf,2020,,,,,,,,
Hamilton,2001,2,7,10,64,109,180,27,2906
Hamilton,2002,2,8,12,82,165,240,33,3892
Hamilton,2003,1,5,11,67,147,219,49,3558
Hamilton,2004,0,1,14,59,106,229,43,3160
Hamilton,2005,1,4,6,47,72,127,25,1970
Hamilton,2006,0,1,11,46,75,174,13,2204
Hamilton,2007,0,4,6,38,109,134,11,2054
Hamilton,2008,1,7,16,63,142,271,30,3586
Hamilton,2009,1,10,9,50,111,189,18,2625
Hamilton,2010,1,4,15,50,118,187,15,2655
Hamilton,2011,0,1,9,43,145,169,24,2652
Hamilton,2012,0,0,5,37,148,178,11,2555
Hamilton,2013,1,6,8,45,162,155,29,2799
Hamilton,2014,1,9,6,35,183,209,15,3191
Hamilton,2015,5,4,10,42,125,217,15,2857
