county,Year,Murder,Rape,Robbery,Aggravated_assault,Burglary,Larceny,Motor_vehicle_theft,Index_per_100k
Hamilton,2016,0,3,1,32,101,155,19,2121
Hamilton,2017,2,8,11,57,100,200,29,2776
Hamilton,2018,1,3,7,39,75,202,20,2373
Hamilton,2019,,,,,,,,
Hamilton,2020,,,,,,,,
Hardee,2001,1,8,28,111,363,497,67,3993
Hardee,2002,1,8,37,105,334,513,65,3874
Hardee,2003,0,6,25,136,245,542,64,3715
Hardee,2004,0,10,19,134,244,578,63,3772
Hardee,2005,2,16,13,160,175,514,54,3417
Hardee,2006,0,8,17,119,166,520,56,3259
Hardee,2007,3,13,27,90,259,622,81,3979
Hardee,2008,0,9,25,56,215,571,84,3440
Hardee,2009,0,12,18,47,253,509,44,3117
Hardee,2010,1,16,23,53,335,450,38,3229
Hardee,2011,4,12,13,50,297,467,32,3164
Hardee,2012,1,9,12,50,229,471,36,2910
Hardee,2013,1,10,6,55,209,444,34,2742
Hardee,2014,0,11,7,47,178,457,27,2623
Hardee,2015,0,12,4,54,154,273,32,1914
Hardee,2016,0,11,11,59,158,336,27,2178
Hardee,2017,0,7,5,60,154,285,32,1980
Hardee,2018,1,8,7,51,168,313,48,2184
Hardee,2019,,,,,,,,
Hardee,2020,,,,,,,,
Hendry,2001,1,24,69,204,366,815,172,4548
Hendry,2002,3,15,72,188,437,883,107,4716
Hendry,2003,9,14,56,191,310,844,103,4182
Hendry,2004,2,15,63,206,336,802,106,4092
Hendry,2005,3,9,78,230,460,903,114,4683
Hendry,2006,4,13,58,211,396,722,114,3925
Hendry,2007,6,12,64,225,529,766,158,4439
Hendry,2008,4,10,69,250,631,724,131,4413
Hendry,2009,5,8,34,181,693,582,85,3843
Hendry,2010,3,10,46,196,717,599,53,3976
Hendry,2011,7,13,28,191,539,727,51,3999
Hendry,2012,0,15,37,165,595,646,52,3960
Hendry,2013,2,16,24,209,502,632,62,3827
Hendry,2014,1,17,31,215,437,712,53,3869
Hendry,2015,3,21,46,203,484,737,55,4066
Hendry,2016,5,14,29,106,320,568,27,2786
Hendry,2017,4,13,34,118,410,533,58,2996
Hendry,2018,2,13,33,142,267,540,41,2622
Hendry,2019,,,,,,,,
Hendry,2020,,,,,,,,
Hernando,2001,4,66,86,713,1401,3335,279,4432
Hernando,2002,5,66,94,715,1576,3471,259,4532
Hernando,2003,5,83,89,826,1349,3444,319,4347
Hernando,2004,4,98,70,712,1320,2976,267,3751
Hernando,2005,0,83,56,541,1231,3331,329,3695
Hernando,2006,5,75,60,541,1573,3665,293,3957
Hernando,2007,1,83,82,544,1639,3429,346,3776
Hernando,2008,4,89,91,448,1739,4117,354,4149
Hernando,2009,4,69,80,444,1444,3599,200,3538
Hernando,2010,9,69,93,481,1309,3321,168,3292
Hernando,2011,8,46,85,406,1390,3605,177,3303
Hernando,2012,2,53,71,385,1249,3213,166,2969
Hernando,2013,8,40,70,349,1049,2753,176,2557
Hernando,2014,9,48,55,334,850,2933,223,2545
Hernando,2015,2,46,64,409,755,2938,222,2509
Hernando,2016,4,67,73,323,670,2524,228,2167
Hernando,2017,8,76,68,360,582,2462,205,2068
Hernando,2018,6,77,50,335,490,2170,203,1795
Hernando,2019,,,,,,,,
Hernando,2020,,,,,,,,
Highlands,2001,4,14,98,213,980,1810,188,3749
Highlands,2002,4,23,123,264,1184,2063,267,4412
Highlands,2003,4,45,66,260,1000,1666,167,3549
Highlands,2004,4,24,72,298,928,1735,174,3514
Highlands,2005,3,35,66,297,831,1797,158,3410
Highlands,2006,2,22,77,298,1157,1659,139,3469
Highlands,2007,6,26,65,314,1107,1616,159,3335
Highlands,2008,6,19,53,232,1010,1771,144,3228
Highlands,2009,4,16,65,192,948,1809,126,3169
Highlands,2010,6,18,54,183,804,1749,80,2917
Highlands,2011,2,20,46,205,956,1842,91,3203
Highlands,2012,3,28,65,151,840,1527,105,2748
Highlands,2013,4,23,52,258,861,1960,139,3327
Highlands,2014,11,20,57,172,760,1716,90,2831
Highlands,2015,5,35,46,192,578,1752,91,2679
Highlands,2016,7,27,49,244,674,1873,120,2949
Highlands,2017,7,38,42,242,693,1863,109,2931
Highlands,2018,2,44,39,229,568,1736,90,2641
Highlands,2019,,,,,,,,
Highlands,2020,,,,,,,,
Hillsborough,2001,58,572,3350,7245,12707,38619,11227,7184
Hillsborough,2002,72,582,3501,7186,13476,39488,11527,7184
Hillsborough,2003,72,649,2967,7513,13924,40651,9599,6982
Hillsborough,2004,58,538,2496,6837,13035,36836,7865,6105
Hillsborough,2005,47,620,2180,6934,11480,33863,6264,5425
Hillsborough,2006,61,424,2464,6102,11607,34179,7098,5319
Hillsborough,2007,67,425,2670,5375,11578,32527,5711,4892
Hillsborough,2008,75,463,2295,5083,12272,31264,4497,4660
Hillsborough,2009,56,353,2045,4254,11803,27542,3690,4156
Hillsborough,2010,65,279,1462,3588,9650,24758,2520,3517
Hillsborough,2011,60,264,1192,2934,8392,22134,1993,2984
Hillsborough,2012,53,266,1130,2875,7139,21548,1811,2772
Hillsborough,2013,63,260,1108,2765,6551,20245,1658,2558
Hillsborough,2014,57,237,1016,2793,5764,20170,1703,2438
Hillsborough,2015,70,292,1119,2948,5382,19562,1835,2354
Hillsborough,2016,63,280,903,2857,4493,17552,2008,2081
Hillsborough,2017,63,359,821,2884,4145,16743,1997,1958
Hillsborough,2018,62,374,673,2712,3191,16385,1827,1790
Hillsborough,2019,,,,,,,,
Hillsborough,2020,,,,,,,,
Holmes,2001,0,7,0,26,71,66,14,983
Holmes,2002,0,9,1,36,111,90,24,1449
Holmes,2003,1,9,2,28,105,115,13,1441
Holmes,2004,0,4,5,41,73,135,21,1467
Holmes,2005,0,4,0,49,57,143,24,1446
Holmes,2006,0,11,1,27,78,105,30,1292
Holmes,2007,2,12,6,31,64,134,21,1387
Holmes,2008,0,9,1,30,87,173,39,1716
Holmes,2009,0,6,2,40,84,145,27,1531
Holmes,2010,1,7,1,46,72,142,18,1478
Holmes,2011,3,6,1,51,63,177,19,1608
Holmes,2012,1,7,3,31,96,137,16,1456
Holmes,2013,0,1,6,57,85,175,19,1713
Holmes,2014,0,8,0,49,111,149,23,1698
Holmes,2015,2,1,3,38,82,97,24,1241
Holmes,2016,0,6,6,52,86,137,18,1525
Holmes,2017,0,10,1,62,77,175,31,1762
Holmes,2018,0,3,0,52,67,113,12,1227
Holmes,2019,,,,,,,,
Holmes,2020,,,,,,,,
Indian,2001,3,56,57,296,950,2649,187,3628
Indian,2002,2,63,65,314,998,3041,225,3985
Indian,2003,5,63,79,295,935,3127,220,3899
Indian,2004,1,56,65,360,869,2906,220,3530
Indian,2005,2,33,85,318,986,3035,272,3638
Indian,2006,7,39,121,300,888,2852,203,3260
Indian,2007,2,37,101,308,1046,2753,242,3212
Indian,2008,4,41,102,310,1088,3045,152,3347
Indian,2009,7,16,80,332,1034,2849,151,3155
Indian,2010,0,27,90,324,1193,2898,157,3302
Indian,2011,5,34,82,313,1107,2742,110,3167
Indian,2012,1,19,64,331,851,2830,102,3010
Indian,2013,4,40,41,319,680,2215,88,2426
Indian,2014,7,24,47,314,735,2341,97,2529
Indian,2015,2,36,40,303,707,2692,150,2742
Indian,2016,4,21,43,277,574,2044,158,2132
Indian,2017,3,39,51,364,532,2189,163,2243
Indian,2018,12,38,51,228,395,1884,119,1796
Indian,2019,,,,,,,,
Indian,2020,,,,,,,,
Jackson,2001,2,24,22,226,251,603,43,2466
Jackson,2002,2,19,27,163,359,696,63,2786
Jackson,2003,3,8,21,171,315,721,64,2660
Jackson,2004,4,21,13,218,296,637,76,2589
Jackson,2005,5,20,12,203,313,629,63,2505
Jackson,2006,1,6,18,241,290,558,66,2348
Jackson,2007,6,20,24,268,332,643,64,2692
Jackson,2008,6,16,22,217,311,583,61,2310
Jackson,2009,1,23,18,197,313,554,49,2194
Jackson,2010,3,33,33,220,289,900,48,2966
Jackson,2011,1,23,9,153,266,802,31,2572
Jackson,2012,0,17,27,163,245,577,24,2112
Jackson,2013,3,14,19,157,186,580,34,1979
Jackson,2014,1,14,17,147,170,592,15,1903
Jackson,2015,3,18,8,156,203,631,42,2103
Jackson,2016,0,23,7,123,242,600,48,2072
Jackson,2017,7,31,9,206,192,704,37,2352
Jackson,2018,4,28,9,139,211,624,83,2177
Jackson,2019,,,,,,,,
Jackson,2020,,,,,,,,
Jefferson,2001,2,7,12,82,141,157,19,3220
Jefferson,2002,0,7,10,67,100,167,28,2858
Jefferson,2003,0,10,7,70,43,126,18,2022
Jefferson,2004,0,11,3,85,53,86,9,1756
Jefferson,2005,0,11,5,63,69,120,18,2009
Jefferson,2006,0,8,11,106,94,83,11,2181
Jefferson,2007,1,8,9,125,89,70,6,2125
Jefferson,2008,0,8,10,197,85,69,11,2611
Jefferson,2009,0,6,6,100,118,79,13,2194
Jefferson,2010,0,5,7,151,138,69,16,2632
Jefferson,2011,0,5,2,92,113,79,16,2093
Jefferson,2012,0,3,6,77,103,64,9,1810
Jefferson,2013,0,7,2,91,59,59,8,1553
Jefferson,2014,0,6,2,129,100,64,18,2185
Jefferson,2015,0,10,1,128,82,70,12,2087
Jefferson,2016,1,10,3,93,82,89,16,2028
Jefferson,2017,0,5,3,55,82,140,15,2053
Jefferson,2018,2,4,5,74,120,129,21,2410
Jefferson,2019,,,,,,,,
Jefferson,2020,,,,,,,,
Lafayette,2001,0,2,0,9,4,2,0,241
Lafayette,2002,0,0,0,3,11,5,0,264
Lafayette,2003,0,3,0,15,30,47,6,1374
Lafayette,2004,1,9,2,28,34,56,6,1805
Lafayette,2005,0,0,0,10,10,31,2,665
Lafayette,2006,0,0,0,18,14,35,3,868
Lafayette,2007,0,1,0,17,29,29,3,962
Lafayette,2008,0,0,0,19,13,14,3,591
Lafayette,2009,1,1,3,16,37,36,3,1185
Lafayette,2010,0,0,2,18,11,28,0,685
Lafayette,2011,0,0,0,10,15,47,2,846
Lafayette,2012,1,1,1,23,28,38,1,1074
Lafayette,2013,0,1,2,26,13,12,0,627
Lafayette,2014,0,1,1,17,21,25,2,770
Lafayette,2015,0,2,0,19,24,32,2,912
Lafayette,2016,0,0,0,13,27,31,2,847
Lafayette,2017,1,3,0,31,12,21,2,826
Lafayette,2018,0,0,0,22,17,19,3,718
Lafayette,2019,,,,,,,,
Lafayette,2020,,,,,,,,
Lake,2001,14,92,163,1202,1976,4229,553,3735
Lake,2002,8,86,128,1050,1987,3878,520,3314
Lake,2003,1,89,148,992,2226,3981,506,3300
Lake,2004,9,125,135,1252,2134,3960,555,3244
Lake,2005,13,118,143,1222,2262,4468,587,3351
Lake,2006,9,114,209,1230,2250,4727,594,3300
Lake,2007,5,111,169,1130,2322,4827,664,3221
Lake,2008,12,120,216,1223,2337,5376,569,3417
Lake,2009,12,121,195,920,2071,5256,458,3094
Lake,2010,10,103,150,822,1670,5101,417,2781
Lake,2011,9,59,156,774,2110,5261,457,2959
Lake,2012,8,75,130,697,2003,4934,375,2744
Lake,2013,3,89,115,679,1850,4631,333,2539
Lake,2014,7,111,109,668,1953,4691,376,2555
Lake,2015,11,108,129,745,1909,5169,410,2679
Lake,2016,6,105,122,736,1606,4499,426,2315
Lake,2017,19,129,209,767,1599,4884,515,2448
Lake,2018,12,146,147,714,1434,4831,505,2271
Lake,2019,,,,,,,,
Lake,2020,,,,,,,,
Lee,2001,20,190,801,1778,4600,11740,2418,4736
Lee,2002,42,210,794,1796,4773,11453,2312,4500
Lee,2003,27,170,651,1610,4702,10715,1956,4006
Lee,2004,31,218,757,1743,4618,11432,2209,4030
Lee,2005,33,220,823,1770,4875,11341,2363,3899
Lee,2006,48,234,866,1869,5736,11998,2309,3938
Lee,2007,47,219,988,1928,6501,13983,2138,4191
Lee,2008,46,195,775,1693,6199,13520,1493,3835
Lee,2009,40,144,725,1514,5858,10844,1238,3310
Lee,2010,27,167,604,1423,4949,10348,911,3004
Lee,2011,38,140,602,1354,5326,11375,797,3140
Lee,2012,45,149,553,1381,4171,9927,923,2688
Lee,2013,25,150,577,1357,3779,9808,813,2566
Lee,2014,34,168,559,1453,3117,9591,846,2413
Lee,2015,31,206,565,1555,2844,8880,862,2244
Lee,2016,41,249,445,1827,2459,8359,819,2086
Lee,2017,45,249,541,1462,2294,8018,956,1942
Lee,2018,40,276,454,1356,1802,7938,1063,1811
Lee,2019,,,,,,,,
Lee,2020,,,,,,,,
Leon,2001,7,197,543,1619,3492,9254,1141,6655
Leon,2002,9,216,464,1355,3391,9252,1039,6340
Leon,2003,8,206,404,1192,3138,8381,927,5580
Leon,2004,13,217,391,1290,3611,6217,1024,4836
Leon,2005,11,184,461,1367,3385,6929,936,4896
Leon,2006,10,215,529,1300,3076,6616,778,4596
Leon,2007,5,212,654,1287,3421,6775,791,4817
Leon,2008,14,168,732,1337,3688,7223,654,5026
Leon,2009,10,162,541,1261,4010,6349,438,4647
Leon,2010,15,172,539,1304,3517,7019,464,4741
Leon,2011,14,152,575,1227,4062,7335,488,5014
Leon,2012,17,148,576,1085,3378,7002,641,4627
Leon,2013,14,197,429,1116,2778,7980,549,4693
Leon,2014,17,232,333,1456,2970,8281,819,5015
Leon,2015,21,274,442,1623,2687,8869,1144,5295
Leon,2016,12,258,456,1386,2834,10048,1275,5655
Leon,2017,22,242,382,1251,1956,9096,877,4802
Leon,2018,20,251,351,1167,1793,8518,926,4456
Leon,2019,,,,,,,,
Leon,2020,,,,,,,,
Levy,2001,1,32,26,253,393,793,84,4505
Levy,2002,0,27,15,196,497,745,63,4285
Levy,2003,2,37,11,197,376,839,84,4217
Levy,2004,1,36,15,222,353,764,81,3927
Levy,2005,3,23,8,249,353,851,58,4067
Levy,2006,0,21,17,188,395,823,65,3871
Levy,2007,0,28,10,202,311,646,92,3219
Levy,2008,0,29,15,234,440,764,122,3930
Levy,2009,1,16,13,239,486,685,72,3717
Levy,2010,0,11,15,134,513,805,101,3809
Levy,2011,1,12,21,125,468,829,55,3706
Levy,2012,0,18,5,88,323,590,45,2650
Levy,2013,0,0,6,12,146,224,5,975
Levy,2014,0,1,1,13,135,246,10,1003
Levy,2015,3,13,4,361,281,454,38,2853
Levy,2016,1,8,7,404,263,461,31,2897
Levy,2017,2,21,7,438,358,446,55,3235
Levy,2018,1,24,8,463,380,424,86,3376
Levy,2019,,,,,,,,
Levy,2020,,,,,,,,
Liberty,2001,0,8,1,18,30,29,7,1304
Liberty,2002,0,6,2,12,13,43,14,1258
Liberty,2003,0,2,7,28,17,38,6,1356
Liberty,2004,0,1,2,13,16,22,4,789
Liberty,2005,0,3,1,12,15,18,5,712
Liberty,2006,0,2,0,4,20,14,8,618
Liberty,2007,,,,,,,,
Liberty,2008,,,,,,,,
Liberty,2009,,,,,,,,
Liberty,2010,0,0,0,10,0,0,0,122
Liberty,2011,0,1,0,6,17,21,0,538
Liberty,2012,1,4,0,8,22,31,0,775
Liberty,2013,0,0,3,9,19,33,1,766
Liberty,2014,0,1,0,6,9,38,0,623
Liberty,2015,0,0,0,0,0,0,0,0
Liberty,2016,1,0,0,1,1,4,2,0
Liberty,2017,0,0,0,12,19,41,9,929
Liberty,2018,0,3,0,6,13,28,6,628
Liberty,2019,,,,,,,,
Liberty,2020,,,,,,,,
Madison,2001,1,2,19,101,156,882,21,6267
Madison,2002,0,7,19,79,211,820,12,6064
Madison,2003,1,16,19,87,226,453,30,4347
Madison,2004,0,13,12,130,180,410,23,3939
Madison,2005,3,6,25,95,205,396,17,3793
Madison,2006,3,11,11,109,198,369,33,3704
Madison,2007,0,8,10,166,191,366,31,3871
Madison,2008,2,6,20,154,221,320,26,3717
Madison,2009,4,10,31,123,175,327,13,3359
Madison,2010,1,8,13,140,197,305,22,3440
Madison,2011,1,4,14,115,160,294,15,3125
Madison,2012,1,7,13,133,153,317,16,3329
Madison,2013,0,6,12,138,126,304,6,3052
Madison,2014,1,9,15,124,132,266,8,2875
Madison,2015,2,6,9,186,158,279,3,3349
Madison,2016,2,9,5,157,168,247,8,3098
Madison,2017,0,12,11,192,144,235,9,3112
Madison,2018,0,13,3,122,76,113,3,1695
Madison,2019,,,,,,,,
Madison,2020,,,,,,,,
Manatee,2001,11,166,450,1708,3518,8715,1188,5713
Manatee,2002,16,136,515,1639,3609,9868,1049,5960
Manatee,2003,15,120,562,1697,3653,9538,1150,5732
Manatee,2004,13,131,512,1802,3527,9965,1130,5688
Manatee,2005,14,118,537,2089,3201,10076,1150,5554
Manatee,2006,20,133,642,2290,3521,10481,1161,5823
Manatee,2007,22,143,692,2134,3329,10132,1095,5467
Manatee,2008,12,116,758,1977,3766,10151,849,5462
Manatee,2009,26,134,615,1741,3323,9374,674,4837
Manatee,2010,13,137,529,1397,3607,8768,489,4607
Manatee,2011,15,138,462,1382,3334,9056,475,4560
Manatee,2012,26,166,389,1354,2731,7768,404,3835
Manatee,2013,13,209,385,1322,2642,7558,422,3709
Manatee,2014,14,213,318,1328,2158,7300,434,3420
Manatee,2015,20,206,291,1516,2035,6756,426,3180
Manatee,2016,23,165,259,1330,1479,5884,421,2641
Manatee,2017,24,185,274,1399,1236,5179,414,2334
Manatee,2018,19,169,285,1331,1129,5710,474,2384
Manatee,2019,,,,,,,,
Manatee,2020,,,,,,,,
Marion,2001,15,153,233,1499,2495,5883,591,4113
Marion,2002,16,180,230,1550,2613,5492,553,3923
Marion,2003,10,193,254,1424,2513,5619,588,3760
Marion,2004,17,191,208,1463,2405,5730,659,3639
Marion,2005,17,192,253,1494,2520,5463,616,3461
Marion,2006,15,199,277,1706,2118,5376,570,3257
Marion,2007,14,171,275,1561,2489,5931,584,3392
Marion,2008,22,184,312,1417,2365,5469,504,3119
Marion,2009,12,183,266,1316,2384,5724,372,3104
Marion,2010,9,163,243,1259,2371,5659,314,3035
Marion,2011,14,182,191,1203,2540,5549,292,3006
Marion,2012,21,187,162,1174,1989,5080,242,2659
Marion,2013,17,148,170,1031,1864,4877,275,2502
Marion,2014,19,131,171,1031,1655,5013,260,2454
Marion,2015,10,113,195,867,1712,5088,333,2438
Marion,2016,18,90,213,853,1926,5384,613,2631
Marion,2017,17,143,253,975,1947,5435,689,2708
Marion,2018,29,244,199,1003,1611,5175,642,2516
Marion,2019,,,,,,,,
Marion,2020,,,,,,,,
Martin,2001,2,33,125,328,878,2911,199,3473
Martin,2002,6,43,117,400,1011,3009,259,3697
Martin,2003,4,29,122,377,893,3012,230,3470
Martin,2004,7,32,107,376,806,2907,224,3240
Martin,2005,3,14,144,438,710,2461,249,2849
Martin,2006,7,17,161,427,779,2885,208,3143
Martin,2007,3,17,156,389,808,3094,229,3267
Martin,2008,2,18,164,295,887,3128,174,3245
Martin,2009,8,16,156,286,928,2639,150,2908
Martin,2010,2,16,113,269,796,2585,118,2712
Martin,2011,3,23,93,224,797,2784,103,2745
Martin,2012,4,38,88,244,721,2369,133,2444
Martin,2013,0,19,61,161,699,2436,126,2365
Martin,2014,5,48,77,215,579,1969,98,2013
Martin,2015,0,55,60,259,383,1980,105,1894
Martin,2016,6,58,59,248,394,2013,87,1899
Martin,2017,1,73,53,258,569,2229,101,2146
Martin,2018,3,80,76,238,263,1810,64,1629
Martin,2019,,,,,,,,
Martin,2020,,,,,,,,
Miami-Dade,2001,190,1111,8397,16238,26827,98426,23784,7655
Miami-Dade,2002,204,1143,8435,15830,26120,95340,21205,7277
Miami-Dade,2003,205,1241,8559,14880,25811,97027,20650,7177
Miami-Dade,2004,218,1195,7774,14608,24627,92351,19052,6716
Miami-Dade,2005,171,1024,7387,14764,25585,84229,17275,6211
Miami-Dade,2006,240,1058,7538,14160,24525,80282,17019,5943
Miami-Dade,2007,228,941,8872,13251,26713,87420,17177,6279
Miami-Dade,2008,228,883,8047,12305,26030,88930,16100,6157
Miami-Dade,2009,215,741,7054,11398,25345,85359,12150,5754
Miami-Dade,2010,224,701,5958,11216,23111,84061,10906,5490
Miami-Dade,2011,218,853,6157,10642,24227,84714,10848,5470
Miami-Dade,2012,210,769,6006,9745,21109,83124,9459,5112
Miami-Dade,2013,229,813,6370,9497,18935,82528,8332,4906
Miami-Dade,2014,212,801,5706,9842,17115,80448,8478,4691
Miami-Dade,2015,217,756,5366,9896,14534,76400,8800,4370
Miami-Dade,2016,198,796,4831,9810,11774,75242,8568,4118
Miami-Dade,2017,188,874,4032,9364,11628,72384,8702,3907
Miami-Dade,2018,198,916,3653,8965,9178,69295,8336,3618
Miami-Dade,2019,,,,,,,,
Miami-Dade,2020,,,,,,,,
Monroe,2001,3,40,111,350,936,3467,422,6613
Monroe,2002,2,38,100,311,852,3472,409,6389
Monroe,2003,5,32,97,266,790,3117,308,5730
Monroe,2004,1,47,91,307,791,2984,367,5648
Monroe,2005,1,46,69,230,637,2547,257,4595
Monroe,2006,1,46,103,292,788,2495,362,5076
Monroe,2007,4,40,68,321,690,2602,311,5110
Monroe,2008,4,45,90,249,880,2870,271,5795
Monroe,2009,3,31,80,293,954,2858,219,5695
Monroe,2010,6,32,82,220,892,2695,188,5352
Monroe,2011,3,26,68,254,611,2491,124,4922
Monroe,2012,3,36,66,276,638,2549,144,5092
Monroe,2013,2,35,52,294,568,2264,151,4576
Monroe,2014,0,28,61,295,489,2074,184,4229
Monroe,2015,2,35,30,290,426,1903,144,3814
Monroe,2016,2,33,33,213,321,1624,134,3103
Monroe,2017,9,19,29,235,271,1452,116,2772
Monroe,2018,2,29,23,210,187,1350,124,2604
Monroe,2019,,,,,,,,
Monroe,2020,,,,,,,,
Nassau,2001,7,15,43,675,697,774,173,4013
Nassau,2002,2,12,29,718,674,808,213,4020
Nassau,2003,4,19,21,769,514,747,130,3495
Nassau,2004,2,35,25,716,435,876,122,3401
Nassau,2005,0,20,21,720,407,946,120,3397
Nassau,2006,4,11,25,936,571,1154,141,4168
Nassau,2007,2,16,30,959,497,1018,153,3845
Nassau,2008,1,10,39,571,569,1267,118,3581
Nassau,2009,2,6,35,351,498,1119,96,2903
Nassau,2010,0,7,24,162,455,979,54,2349
Nassau,2011,0,4,12,109,410,1021,74,2212
Nassau,2012,1,4,21,86,412,926,72,2064
Nassau,2013,1,5,13,61,318,828,51,1710
Nassau,2014,1,2,20,60,297,864,71,1746
Nassau,2015,2,16,12,66,375,586,47,1442
Nassau,2016,5,22,9,135,533,616,51,1761
Nassau,2017,1,21,15,170,409,677,78,1704
Nassau,2018,2,24,7,168,410,760,115,1796
Nassau,2019,,,,,,,,
Nassau,2020,,,,,,,,
Okaloosa,2001,5,64,117,371,921,3812,232,3184
Okaloosa,2002,4,67,108,384,911,3644,278,3049
Okaloosa,2003,3,60,118,389,940,3646,294,3009
Okaloosa,2004,3,49,102,402,1197,3712,321,3114
Okaloosa,2005,3,50,106,400,1081,3909,388,3142
